id,name,position,jersey,receiving_receptions,receiving_targets,receiving_yards,receiving_avg_yards,receiving_longest,receiving_touchdowns,receiving_longest_touchdown,receiving_yards_after_catch,receiving_redzone_targets,receiving_air_yards,receiving_first_downs,defense_tackles,defense_assists,defense_combined,defense_sacks,defense_sack_yards,defense_interceptions,defense_passes_defended,defense_forced_fumbles,defense_fumble_recoveries,defense_qb_hits,defense_tloss,defense_tloss_yards,defense_safeties,defense_sp_tackles,defense_sp_assists,defense_sp_forced_fumbles,defense_sp_fumble_recoveries,defense_sp_blocks,defense_misc_tackles,defense_misc_assists,defense_misc_forced_fumbles,defense_misc_fumble_recoveries,defense_sp_own_fumble_recoveries,defense_sp_opp_fumble_recoveries,rushing_avg_yards,rushing_attempts,rushing_touchdowns,rushing_yards,rushing_longest,rushing_longest_touchdown,rushing_redzone_attempts,rushing_tlost,rushing_tlost_yards,rushing_first_downs,passing_attempts,passing_completions,passing_cmp_pct,passing_yards,passing_avg_yards,passing_sacks,passing_sack_yards,passing_touchdowns,passing_longest,passing_interceptions,passing_rating,passing_longest_touchdown,passing_air_yards,passing_redzone_attempts,passing_gross_yards,passing_first_downs,passing_int_touchdowns
47901750-850c-11ec-b446-1b024413db39,Kam Dewberry,OL,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47fb463b-5d3c-46b5-9adb-e22f5fe551ef,Trey Zuhn III,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49407396-1dd8-4001-b35c-13de2325b245,Drake Bhatia,K,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4996db20-1417-11ed-99ab-175543659a4f,Charles Shelling,RB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ce21b0-f027-11ed-8095-ff92e6250fed,Isaiah Willis,DB,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49db4956-c0cf-419c-8f47-36de81d33de1,Chris Russell Jr.,LB,,,,,,,,,,,,,17.0,12.0,29.0,2.0,11.5,1.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
49fe4a39-1cfa-4ec1-a1cc-78c8df4f18de,Blair Zepeda,K,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
4cf67650-1416-11ed-99ab-175543659a4f,AJ DiNota,RB,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,2.0,0.0,5.0,3.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,
4e29a389-2f0f-4ce7-b559-596441858df5,Danny Lockhart Jr.,LB,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509d1350-141a-11ed-8f55-53b238da45a2,James Bailey,OL,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50ca1810-8512-11ec-99e6-19cade85298b,Enai White,DL,6,,,,,,,,,,,,2.0,1.0,3.0,1.0,10.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
55bb3770-850b-11ec-b446-1b024413db39,Bryce Anderson,DB,1,,,,,,,,,,,,35.0,20.0,55.0,1.5,14.5,1.0,1.0,1.0,1.0,2.0,4.0,21.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
58adcfe0-a276-11ed-8f2b-f3e5e15ec7fb,Samu Taumanupepe,DL,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5935ba00-a275-11ed-8f2b-f3e5e15ec7fb,Taurean York,LB,21,,,,,,,,,,,,39.0,34.0,73.0,3.0,11.0,0.0,0.0,1.0,0.0,4.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c193cb0-313c-11ed-bfcf-65eaff9f277b,Dallas Novicke,QB,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5db914b0-a274-11ed-8f2b-f3e5e15ec7fb,TJ Shanahan Jr.,OL,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63566390-1418-11ed-8f55-53b238da45a2,Jaxson Slanker,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65743b3e-f891-4f93-9b9b-3c48b72a4815,Connor Able,LS,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65e33165-7c40-48a4-bfea-253b38e0d763,Layden Robinson,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66b90f65-a1b9-4cfc-8be8-10cee7955279,Reuben Fatheree II,OT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
678276fe-d1ad-4b36-8ac5-800d32413441,Sam Mathews,LB,,,,,,,,,,,,,15.0,2.0,17.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,4.0,0.0,6.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
690d5b40-8b6a-11ec-ba4f-5baf2db9fc89,Sam McCall,CB,12,,,,,,,,,,,,3.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a91a396-1edd-4f87-b9f3-5909d9a9dd84,McKinnley Jackson,DL,,,,,,,,,,,,,10.0,16.0,26.0,2.5,13.0,0.0,0.0,1.0,1.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6b646cf0-850f-11ec-b84d-a909c14fc4b8,Ethan Moczulski,K,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764bd8a3-d7fc-4591-9e47-0b2cd3bd7e4f,Jaylen Henderson,QB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.537,41.0,2.0,104.0,22.0,22.0,6.0,2.0,-7.0,10.0,78.0,53.0,67.949,715.0,9.167,10.0,58.0,6.0,51.0,2.0,165.21,51.0,0.0,8.0,715.0,30.0,1.0
79eb6a90-141a-11ed-8f55-53b238da45a2,Hunter Vivaldi,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a1e5145-a3d7-414f-aea3-36d05e7fa8f9,Randy Bond,K,47,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
80edb9d0-a275-11ed-8f2b-f3e5e15ec7fb,DJ Hicks,DL,13,,,,,,,,,,,,6.0,7.0,13.0,1.0,3.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
82f2e951-1a67-45ac-a2e3-3fb4d46314e3,Alex Zettler,DB,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
83cf4560-8511-11ec-874b-9d917cd60972,Malick Sylla,DL,92,,,,,,,,,,,,11.0,2.0,13.0,1.0,5.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
