id,name,position,jersey,rushing_avg_yards,rushing_attempts,rushing_touchdowns,rushing_yards,rushing_longest,rushing_longest_touchdown,rushing_redzone_attempts,rushing_tlost,rushing_tlost_yards,rushing_first_downs,passing_attempts,passing_completions,passing_cmp_pct,passing_yards,passing_avg_yards,passing_sacks,passing_sack_yards,passing_touchdowns,passing_longest,passing_interceptions,passing_rating,passing_longest_touchdown,passing_air_yards,passing_redzone_attempts,passing_gross_yards,passing_first_downs,passing_int_touchdowns,defense_tackles,defense_assists,defense_combined,defense_sacks,defense_sack_yards,defense_interceptions,defense_passes_defended,defense_forced_fumbles,defense_fumble_recoveries,defense_qb_hits,defense_tloss,defense_tloss_yards,defense_safeties,defense_sp_tackles,defense_sp_assists,defense_sp_forced_fumbles,defense_sp_fumble_recoveries,defense_sp_blocks,defense_misc_tackles,defense_misc_assists,defense_misc_forced_fumbles,defense_misc_fumble_recoveries,defense_sp_own_fumble_recoveries,defense_sp_opp_fumble_recoveries,receiving_receptions,receiving_targets,receiving_yards,receiving_avg_yards,receiving_longest,receiving_touchdowns,receiving_longest_touchdown,receiving_yards_after_catch,receiving_redzone_targets,receiving_air_yards,receiving_first_downs
a8ba87c0-9021-11ec-8556-6fa97bcffaf0,Jason Albritton,RB,21,2.5,6.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8cbbc44-11dd-488a-8745-ae3ebdf87ca9,Trey Washington,SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,25.0,65.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
a95635b0-eadf-11ee-8f46-cb3c10be7a07,AJ Maddox,QB,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a9a30300-12e8-11ef-87b4-47a08d4ced63,Anthony Robinson III,SAF,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
aa83e7a0-eadc-11ee-9ffe-230dbeb1c34b,Andy Jaffe,SAF,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ace82160-2e10-4ed9-8ffd-d6f207242d25,Henry Parrish Jr.,RB,,5.215,130.0,10.0,678.0,42.0,25.0,33.0,7.0,-8.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,21.0,82.0,5.467,16.0,0.0,0.0,86.0,3.0,-4.0,1.0
ad9dcea0-0772-11ed-9d37-15b02999c0f4,Trip White,LB,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
b01cd5c0-8b5a-11ec-acb3-fb50867d2b0c,TJ Dottery,LB,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,34.0,76.0,2.0,3.0,0.0,0.0,1.0,1.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
b0c444e0-5434-11ef-985e-351155b0e03c,Katrevrick Banks,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b289d1d0-eab9-11ee-bb17-c9f5bd8d8d00,TJ Banks,CB,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
b3d76e30-eabe-11ee-bbe3-bb9695cf0723,Cedrick Beavers,CB,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4325ca0-8639-11ec-ac3f-2f01cb0af5e4,Zxavian Harris,DT,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,20.0,33.0,1.5,10.0,0.0,0.0,1.0,0.0,2.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
baed4b70-5438-11ef-9d43-b5e7b712a036,John Wayne Oliver,OL,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bb335060-ef5e-11ed-ba71-41956f3878c1,Josh Aka,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,19.0,9.5,11.0,0.0,0.0,19.0,0.0,0.0,1.0
bc4cb650-dc93-11ec-a841-21df71535e78,Domonique Thomas,RB,26,4.69,42.0,1.0,197.0,22.0,1.0,11.0,1.0,-1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
bd3943a0-8638-11ec-ac3f-2f01cb0af5e4,Preston Cushman,OL,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c12ce440-eabc-11ee-a719-c50748b43daa,CJ Barney,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c36ca100-5439-11ef-9354-2fc21cd8485e,Caleb Blankenship,LS,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c6033efc-83b2-4720-9e6d-724a535e8807,Khari Coleman,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,25.0,45.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
c7163a10-0872-11ed-952e-d73f50a534c5,Louis Moore,DB,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,19.0,36.0,0.5,2.5,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
c96f3e20-5437-11ef-903d-13e38929f7be,Lakendrick Clancy,DT,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cb8b3490-16ba-11ee-8c92-9338d1b61ba9,DeeJay Holmes Jr.,DE,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
ccefd4f0-12f2-11ef-afda-49bb83882db7,Noreel White,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,6.0,34.0,17.0,20.0,0.0,0.0,34.0,1.0,0.0,2.0
ce8a9310-5436-11ef-9fca-813db73cd1c3,Mike Baker,K,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d138f342-12e0-4942-b005-ca9fee65b692,Caden Davis,K,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-200.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
d343e9a0-89d7-11ec-846d-43cbfaabacfd,Dae'Quan Wright,TE,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,40.0,394.0,14.593,35.0,4.0,21.0,394.0,7.0,0.0,19.0
d756e0d6-85d5-4ab7-acdf-e629a0523f59,Ulysses Bentley IV,RB,,4.988,84.0,5.0,419.0,89.0,89.0,14.0,9.0,-22.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,15.0,99.0,7.615,31.0,0.0,0.0,99.0,1.0,0.0,5.0
d780cc70-84a7-11ec-a2e6-affc80bcd2fc,Jarnorris Hopson,WR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
da6b3a30-3791-11ee-b004-25513aac49d7,Austin Simmons,QB,13,2.8,5.0,0.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,32.0,19.0,59.375,282.0,8.813,1.0,7.0,2.0,35.0,0.0,154.03,35.0,5.0,1.0,282.0,16.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbde5b70-5434-11ef-985e-351155b0e03c,Pat Broomfield,CB,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
dbedffc0-16ba-11ee-8c92-9338d1b61ba9,Wyatt Smalley,TE,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,8.0,8.0,8.0,0.0,0.0,2.0,0.0,6.0,1.0
decc0204-b957-40e5-86f2-888b4873a7c1,Chris Paul Jr.,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,36.0,87.0,3.5,27.5,1.0,1.0,0.0,1.0,5.0,9.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
dffaa732-db29-46c6-a3cb-748db917c1cd,Nate Kalepo,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23c1d10-0772-11ed-9ff7-c99a54d07a0f,Harrison Craig,SAF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e68c0220-eacb-11ee-ae70-b9e100f9e2a3,Paris Evans,DE,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6e44ad0-ffe8-11ed-a6e3-4b29bfcbde5e,Kortlen Wilfawn,LS,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e72da13a-d4db-41c4-a39d-7fad93da6157,Brandon Turnage,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,7.0,24.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
e86e78ae-22d7-4fc2-8a47-4f19614beaba,Jayden Williams,OL,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e898a8a3-204f-4b3d-8abd-6990ca032f00,Isaiah Hamilton,CB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
e8990b30-8637-11ec-ac3f-2f01cb0af5e4,Tyler Banks,LB,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
ea1376d9-bcb7-48d4-935d-41e49cd507a1,Caleb Warren,OL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebc40cdd-41ab-4ed2-8d97-5eaabc16b431,Micah Pettus,OL,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f375d4e0-a281-11ed-8817-fbb3e64504d9,Daniel Demery,LB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f763537b-5570-4bcc-ba16-12005a46c2dd,Hudson Wolfe,TE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f98e3a40-16ba-11ee-8c92-9338d1b61ba9,Mark Trigg Jr.,LB,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
fa947c20-16b9-11ee-8c92-9338d1b61ba9,Austin Acton,RB,37,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff22d220-863a-11ec-ac3f-2f01cb0af5e4,Fraser Masin,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff5f4260-a280-11ed-8817-fbb3e64504d9,Jamarious Brown,DT,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,14.0,19.0,0.5,4.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
