id,name,position,jersey,receiving_receptions,receiving_targets,receiving_yards,receiving_avg_yards,receiving_longest,receiving_touchdowns,receiving_longest_touchdown,receiving_yards_after_catch,receiving_redzone_targets,receiving_air_yards,receiving_first_downs,defense_tackles,defense_assists,defense_combined,defense_sacks,defense_sack_yards,defense_interceptions,defense_passes_defended,defense_forced_fumbles,defense_fumble_recoveries,defense_qb_hits,defense_tloss,defense_tloss_yards,defense_safeties,defense_sp_tackles,defense_sp_assists,defense_sp_forced_fumbles,defense_sp_fumble_recoveries,defense_sp_blocks,defense_misc_tackles,defense_misc_assists,defense_misc_forced_fumbles,defense_misc_fumble_recoveries,defense_sp_own_fumble_recoveries,defense_sp_opp_fumble_recoveries,rushing_avg_yards,rushing_attempts,rushing_touchdowns,rushing_yards,rushing_longest,rushing_longest_touchdown,rushing_redzone_attempts,rushing_tlost,rushing_tlost_yards,rushing_first_downs,passing_attempts,passing_completions,passing_cmp_pct,passing_yards,passing_avg_yards,passing_sacks,passing_sack_yards,passing_touchdowns,passing_longest,passing_interceptions,passing_rating,passing_longest_touchdown,passing_air_yards,passing_redzone_attempts,passing_gross_yards,passing_first_downs,passing_int_touchdowns
1cfcc810-ffe7-11ed-b351-7582811040e0,BJ Mayes,DB,,,,,,,,,,,,,19.0,9.0,28.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f416e10-8512-11ec-99e6-19cade85298b,Conner Weigman,QB,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.607,28.0,0.0,101.0,18.0,0.0,4.0,0.0,0.0,6.0,114.0,64.0,56.14,819.0,7.184,9.0,41.0,3.0,58.0,5.0,116.4,20.0,53.0,14.0,819.0,41.0,0.0
20d0f4fe-6b8b-4010-9f36-5a4e123aaf31,Israel Benjamin,RB,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100cca0-313d-11ed-bfcf-65eaff9f277b,Nathan Figueroa,TE,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28e75f10-58c8-11ef-9b82-af825f74f838,Kyle Garvis,OL,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a00a31b-02d5-412a-a4c2-00f9787f302c,Truette Tumey,P,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d719740-8511-11ec-9a71-73254de4b571,Shemar Stewart,DE,,,,,,,,,,,,,16.0,16.0,32.0,1.5,16.5,0.0,0.0,1.0,0.0,2.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
34621b70-323e-11ee-a1c6-9795b109af6a,Jahdae Walker,WR,9,29.0,44.0,345.0,11.897,40.0,2.0,12.0,294.0,4.0,51.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,
3618ffeb-0200-4d93-a2f4-33fe6fba64bf,Aki Ogunbiyi,OL,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36e0e7e0-58c7-11ef-9b3b-c731cdaeaa58,Carter Braugh,TE,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
